filename,modality,vocal_channel,emotion,voice_intensity,statement,statement_repetition,actor_gender,mfcc_mean,mfcc_max,mfcc_min,mfcc_median,mfcc_std,mfcc_delta_max,mfcc_delta_min,mfcc_delta_std,mfcc_delta_kurtosis,mfcc_delta2_max,mfcc_delta2_min,mfcc_delta2_std,chroma_min
03-01-02-02-01-01-07.wav,3,1,2,2,1,1,1,-12.767865,14.586386,-38.91669,-12.247343,11.402117,4.9312034,-4.767471,1.9835701,0.54277146,2.9785569,-3.3182464,1.1171508,0.0098593915
03-01-02-02-01-02-07.wav,3,1,2,2,1,2,1,-15.750032,10.890277,-45.977085,-14.166165,13.094749,5.2611895,-4.4523954,2.0203838,0.053304583,3.1717286,-3.169281,1.1917571,0.012375124
03-01-02-02-02-01-07.wav,3,1,2,2,2,1,1,-14.649267,12.933195,-43.745205,-14.397906,12.283096,5.469126,-5.072015,2.1598506,0.20762925,3.3864167,-3.2999759,1.1893429,0.0061107795
03-01-02-02-02-02-07.wav,3,1,2,2,2,2,1,-13.483226,11.14413,-41.15433,-13.184349,11.435041,4.813475,-4.7714224,2.0442894,-0.03315907,3.0276623,-2.9902606,1.1808081,0.025110235
03-01-03-01-01-01-07.wav,3,1,3,1,1,1,1,-12.126442,10.5659,-41.09904,-11.320787,11.431192,4.6725035,-4.373915,2.1634476,-0.26425362,3.1397676,-3.2185402,1.4028944,0.022881238
03-01-03-01-01-02-07.wav,3,1,3,1,1,2,1,-12.6989155,13.150801,-41.314087,-12.242495,12.123448,5.0581503,-4.959195,2.3816223,-0.12733403,3.2079253,-3.206128,1.4092661,0.011869534
03-01-03-01-02-01-07.wav,3,1,3,1,2,1,1,-12.270964,19.39402,-43.850372,-12.307608,14.203043,5.9097886,-5.6436434,2.7780635,-0.0035654963,3.6245856,-3.7219796,1.56793,0.008933572
03-01-03-01-02-02-07.wav,3,1,3,1,2,2,1,-12.270964,19.39402,-43.850372,-12.307608,14.203043,5.9097886,-5.6436434,2.7780635,-0.0035654963,3.6245856,-3.7219796,1.56793,0.008933572
03-01-03-02-01-01-07.wav,3,1,3,2,1,1,1,-7.707802,32.124073,-46.52707,-6.548806,16.916004,7.198391,-6.959349,2.861052,0.60726786,4.565082,-4.8064976,1.7156112,0.004538235
03-01-03-02-01-02-07.wav,3,1,3,2,1,2,1,-7.1504884,26.916416,-41.980724,-7.4634695,15.13888,6.244506,-6.4363394,2.8986783,-0.16181883,4.0975103,-4.350354,1.6660906,0.0044980436
03-01-03-02-02-01-07.wav,3,1,3,2,2,1,1,-9.737203,27.490723,-47.78591,-9.443178,17.115507,6.519853,-6.9894304,2.7071347,0.44660372,4.330198,-4.6029434,1.5349569,0.008445739
03-01-03-02-02-02-07.wav,3,1,3,2,2,2,1,-8.230098,28.018534,-45.682964,-8.23349,16.437445,6.311817,-6.443782,2.9382887,-0.04792716,4.0787263,-4.3058662,1.6699493,0.0047665383
03-01-04-01-01-01-07.wav,3,1,4,1,1,1,1,-15.526874,12.009111,-47.105576,-15.297205,12.4251995,5.147809,-4.9897027,2.485358,-0.1892378,3.4654737,-3.3952973,1.5005472,0.005870825
03-01-04-01-01-02-07.wav,3,1,4,1,1,2,1,-13.230894,11.079279,-40.664192,-12.5517,11.772962,4.456145,-4.50608,2.2008681,-0.2531482,3.379638,-3.0808358,1.3676075,0.012627072
03-01-04-01-02-01-07.wav,3,1,4,1,2,1,1,-14.917705,9.897281,-41.49514,-14.473437,11.705028,4.8535395,-4.659246,2.2606096,-0.092456326,3.3583245,-3.3978546,1.3883563,0.014528762
03-01-04-01-02-02-07.wav,3,1,4,1,2,2,1,-14.297155,14.249759,-46.191345,-13.758835,13.101461,5.5852127,-5.5295897,2.6302657,-0.33943775,3.6517005,-3.7087464,1.5048177,0.011266486
03-01-04-02-01-01-07.wav,3,1,4,2,1,1,1,-14.908124,17.266,-47.06444,-14.630977,14.725693,6.1720223,-5.900004,2.624408,0.24614283,3.7778168,-3.732898,1.4815207,0.01271307
03-01-04-02-01-02-07.wav,3,1,4,2,1,2,1,-11.033625,22.985628,-43.576828,-10.0054,15.042288,6.0203147,-5.9078083,2.4033864,0.7167892,3.8563175,-4.0843945,1.4450846,0.004918361
03-01-04-02-02-01-07.wav,3,1,4,2,2,1,1,-11.896616,19.703024,-44.917152,-10.8737135,14.878496,6.612874,-5.826974,2.4994493,0.37821966,3.768252,-3.8443825,1.4803245,0.006095449
03-01-04-02-02-02-07.wav,3,1,4,2,2,2,1,-13.491193,18.76521,-45.929497,-13.458913,14.696213,5.92286,-5.8694177,2.7884703,-0.11038928,3.6916919,-4.084329,1.5718199,0.0042575006
03-01-05-01-01-01-07.wav,3,1,5,1,1,1,1,-8.267389,27.685558,-42.997734,-8.243502,15.441564,7.0954866,-6.7278457,3.1046567,0.08483486,4.3532953,-4.353826,1.7829201,0.009858203
03-01-05-01-01-02-07.wav,3,1,5,1,1,2,1,-5.3483953,31.427057,-39.3773,-5.3004904,15.74571,6.950427,-6.845546,3.156468,-0.118987724,4.394179,-4.477865,1.8499501,0.0065523633
03-01-05-01-02-01-07.wav,3,1,5,1,2,1,1,-12.73587,12.868222,-44.69471,-11.869161,13.600911,6.2226,-5.8083344,2.6960921,-0.104359426,3.9342372,-3.6098762,1.5104986,0.024685206
03-01-05-01-02-02-07.wav,3,1,5,1,2,2,1,-10.913721,22.244081,-44.357975,-10.778146,14.623011,6.973891,-6.5216703,2.9877975,0.06869427,4.1931205,-4.2670507,1.6776203,0.013523024
03-01-05-02-01-01-07.wav,3,1,5,2,1,1,1,-4.0907273,27.534042,-34.689568,-4.108043,13.812073,5.8875523,-5.9196725,2.8563607,-0.3295408,3.9386857,-4.0588875,1.7878339,0.011114441
03-01-05-02-01-02-07.wav,3,1,5,2,1,2,1,-3.8488698,33.5391,-37.85427,-4.4933157,15.317961,6.839213,-6.955991,3.2500558,-0.19403802,4.785297,-4.5182714,1.8893467,0.012152321
03-01-05-02-02-01-07.wav,3,1,5,2,2,1,1,-5.9521356,33.968056,-41.80489,-6.647067,16.780403,6.9262743,-7.834552,3.3972027,-0.10038052,4.41111,-4.6237726,1.8939369,0.003413853
03-01-05-02-02-02-07.wav,3,1,5,2,2,2,1,-5.7894163,35.52749,-45.933456,-6.077937,17.873123,8.21736,-7.891589,3.56474,0.040116243,4.804464,-4.616197,1.944274,0.007409554
03-01-06-01-01-01-07.wav,3,1,6,1,1,1,1,-14.097244,20.630257,-47.913033,-13.56783,16.627235,6.4591804,-6.034441,2.2477162,1.1295779,3.7377198,-3.9146743,1.2922682,0.0037858242
03-01-06-01-01-02-07.wav,3,1,6,1,1,2,1,-12.986359,17.584538,-45.520927,-12.765654,14.399771,5.631676,-5.8463874,2.8151379,-0.18413286,3.8166256,-3.9118361,1.6459755,0.0036900844
03-01-06-01-02-01-07.wav,3,1,6,1,2,1,1,-12.787227,17.262506,-44.347725,-12.959137,14.175473,5.6689863,-6.0722904,2.8286302,-0.26403046,3.7296462,-3.7862003,1.597544,0.004529607
03-01-06-01-02-02-07.wav,3,1,6,1,2,2,1,-15.663783,13.342154,-45.89918,-15.33887,13.557312,5.492798,-5.587419,2.6723073,-0.24402943,3.5541909,-3.6916518,1.5888226,0.0042031338
03-01-06-02-01-01-07.wav,3,1,6,2,1,1,1,-8.532927,26.211218,-46.171936,-8.478402,15.728403,5.866582,-6.8877397,3.1375763,-0.32939965,4.1627297,-4.3310523,1.8408909,0.002573472
03-01-06-02-01-02-07.wav,3,1,6,2,1,2,1,-8.83354,26.714436,-45.352535,-9.225909,15.933246,6.065268,-6.412951,3.0493324,-0.2684272,4.1824455,-4.195875,1.8130623,0.0021286495
03-01-06-02-02-01-07.wav,3,1,6,2,2,1,1,-9.197344,23.06644,-40.84226,-9.621176,14.379392,5.513119,-5.999773,2.868751,-0.2860941,3.6123803,-3.756591,1.7617681,0.0036364284
03-01-06-02-02-02-07.wav,3,1,6,2,2,2,1,-8.265195,27.990147,-44.15316,-8.808287,16.331827,6.335185,-7.3093033,3.2188678,-0.0912893,3.990633,-4.61012,1.9353676,0.001919008
03-01-07-01-01-01-07.wav,3,1,7,1,1,1,1,-13.864143,12.841597,-44.697517,-13.398996,12.339106,5.211188,-4.7538857,2.3240464,0.04068755,3.6658752,-3.6510186,1.5580356,0.020064935
03-01-07-01-01-02-07.wav,3,1,7,1,1,2,1,-13.52652,15.270254,-43.364674,-13.251795,13.211943,6.0896163,-5.246012,2.6482544,0.25024182,4.047615,-3.9255652,1.6550982,0.021416714
03-01-07-01-02-01-07.wav,3,1,7,1,2,1,1,-13.575907,11.434266,-42.40406,-12.625122,12.774844,5.363801,-4.8229756,2.4287066,0.12151251,3.3785057,-3.3215492,1.4235833,0.018198697
03-01-07-01-02-02-07.wav,3,1,7,1,2,2,1,-14.2575,15.629358,-46.943546,-13.470706,14.32025,6.3587713,-5.3474703,2.8177185,-0.040571816,3.6469574,-3.7994778,1.5151529,0.014650534
03-01-07-02-01-01-07.wav,3,1,7,2,1,1,1,-10.135286,24.879042,-44.085308,-10.031933,14.602266,6.667875,-6.6760187,2.9395792,0.28106514,4.6083307,-4.456452,1.7505949,0.0054465947
03-01-07-02-01-02-07.wav,3,1,7,2,1,2,1,-9.936582,19.135624,-43.61669,-9.421653,14.003744,6.3715453,-6.019955,2.7633638,-0.12715304,4.1313033,-3.7408898,1.622472,0.018841807
03-01-07-02-02-01-07.wav,3,1,7,2,2,1,1,-12.473795,20.135174,-46.468693,-12.088572,15.192645,6.7544503,-6.353064,2.915966,-0.100274205,4.2059226,-4.0711164,1.6245075,0.013706501
03-01-07-02-02-02-07.wav,3,1,7,2,2,2,1,-12.6859865,21.880116,-49.345253,-12.302565,15.860262,7.424114,-6.5681257,2.9460855,0.33205193,4.3808136,-4.441807,1.5880196,0.006445696
03-01-08-01-01-01-07.wav,3,1,8,1,1,1,1,-12.250795,17.733028,-41.547356,-11.849514,13.301878,5.444702,-5.2050323,2.5771112,-0.23084788,3.5991356,-3.7335167,1.5946343,0.017932814
03-01-08-01-01-02-07.wav,3,1,8,1,1,2,1,-12.107292,16.751083,-43.278847,-11.154139,13.420972,5.96902,-5.5676003,2.7456417,-0.121920146,3.88769,-3.7954898,1.6321234,0.015656332
03-01-08-01-02-01-07.wav,3,1,8,1,2,1,1,-12.750195,14.588982,-42.508324,-12.235319,13.048309,5.3559194,-5.56613,2.5424743,0.035261817,3.3835495,-3.3883011,1.4417125,0.021052076
03-01-08-01-02-02-07.wav,3,1,8,1,2,2,1,-12.982933,13.571531,-41.300476,-12.458632,12.658762,5.1705675,-5.211046,2.506,-0.15262699,3.4192634,-3.3571568,1.5035785,0.01711238
03-01-08-02-01-01-07.wav,3,1,8,2,1,1,1,-7.8398895,29.137173,-42.454243,-8.123658,15.312189,6.503639,-6.4268255,3.0217934,-0.31400913,4.2426853,-4.242652,1.7729508,0.0031134214
03-01-08-02-01-02-07.wav,3,1,8,2,1,2,1,-11.528303,20.680626,-42.390663,-11.210192,13.476949,5.6987286,-6.3633986,2.7547896,0.17815556,3.7668605,-3.9606538,1.6193893,0.005892357
03-01-08-02-02-01-07.wav,3,1,8,2,2,1,1,-8.918053,25.518864,-41.795063,-9.126678,15.104797,6.121016,-6.391131,3.0583725,-0.29078805,4.106663,-4.179242,1.8007145,0.0053429645
03-01-08-02-02-02-07.wav,3,1,8,2,2,2,1,-11.353088,22.218084,-41.878166,-11.686446,14.574646,6.323327,-6.1661315,2.9583611,-0.22465405,3.9501808,-4.0104036,1.723664,0.007993356
03-01-01-01-01-01-08.wav,3,1,1,1,1,1,2,-11.15688,22.322344,-41.103558,-11.909672,14.724665,6.0275793,-5.7248497,2.824552,-0.19152498,3.8521209,-3.9902654,1.712724,0.0014740532
03-01-01-01-01-02-08.wav,3,1,1,1,1,2,2,-11.617468,24.330708,-41.603725,-12.777437,15.173788,6.8117876,-6.3660703,3.0149596,0.014764023,3.9655662,-4.114272,1.6685253,0.0011691583
03-01-01-01-02-01-08.wav,3,1,1,1,2,1,2,-11.980246,22.391975,-45.072296,-12.934195,15.388056,6.5923157,-5.939634,3.0930953,-0.384549,3.8359885,-3.9329896,1.7642543,0.0018844656
03-01-01-01-02-02-08.wav,3,1,1,1,2,2,2,-11.63659,22.036596,-42.955162,-12.592159,15.139514,6.4852967,-5.84609,3.0009625,-0.18198352,3.8044991,-3.8739402,1.6993774,0.0023200235
03-01-02-01-01-01-08.wav,3,1,2,1,1,1,2,-12.056144,20.74686,-40.71277,-12.781612,13.739484,5.193903,-5.1573057,2.4938087,-0.27646878,3.3989925,-3.471059,1.4426678,0.0021428545
03-01-02-01-01-02-08.wav,3,1,2,1,1,2,2,-11.828571,20.582088,-40.390175,-12.472559,14.061556,5.2497883,-5.678235,2.5990353,-0.21354365,3.6777987,-3.7643905,1.5997282,0.0028719648
03-01-02-01-02-01-08.wav,3,1,2,1,2,1,2,-11.729657,21.719213,-42.829597,-12.426202,14.4949875,5.7417846,-5.5207458,2.7486968,-0.38489047,3.3839774,-3.55314,1.5250868,0.009980077
03-01-02-01-02-02-08.wav,3,1,2,1,2,2,2,-11.6414,19.88775,-41.51722,-12.34757,14.296826,5.791568,-5.536787,2.683115,-0.31942105,3.565897,-3.5313911,1.48944,0.010097549
03-01-02-02-01-01-08.wav,3,1,2,2,1,1,2,-12.576509,21.661186,-44.708366,-12.509754,15.334648,6.0911493,-5.08585,2.3691437,0.5742346,3.6697354,-3.71687,1.4101198,0.0011942562
03-01-02-02-01-02-08.wav,3,1,2,2,1,2,2,-12.53413,18.820368,-42.997597,-12.603927,14.133163,5.9523473,-5.545746,2.6508598,-0.07364632,3.8299782,-3.7163715,1.5186384,0.0009938087
03-01-02-02-02-01-08.wav,3,1,2,2,2,1,2,-12.342071,19.211056,-43.149452,-12.7464075,13.889025,5.5374517,-5.5373282,2.567128,-0.10018031,3.1494005,-3.4668088,1.3887078,0.0062880036
03-01-02-02-02-02-08.wav,3,1,2,2,2,2,2,-12.346259,20.204391,-43.297535,-12.521029,14.551206,5.8620663,-5.958162,2.6555686,-0.106317975,3.5458484,-3.4165604,1.4648459,0.0050189956
03-01-03-01-01-01-08.wav,3,1,3,1,1,1,2,-10.517851,27.821484,-42.396984,-11.445298,15.204257,5.994317,-6.3386936,2.8661087,0.16493724,4.008674,-4.0918922,1.7404047,0.0034109903
03-01-03-01-01-02-08.wav,3,1,3,1,1,2,2,-11.650316,24.726114,-40.94311,-12.64871,15.015262,5.9104033,-6.101267,2.8703046,0.08678636,3.9214714,-4.2391663,1.6731716,0.0019134037
03-01-03-01-02-01-08.wav,3,1,3,1,2,1,2,-11.679756,23.153698,-41.55271,-12.726749,14.868738,6.028431,-5.7165756,2.7569652,-0.04879238,3.5742881,-3.7125783,1.6068283,0.0026337688
03-01-03-01-02-02-08.wav,3,1,3,1,2,2,2,-11.410475,25.088882,-42.19386,-12.963175,15.488321,6.152181,-6.1124506,2.885263,-0.057018857,3.6480403,-3.7860208,1.6599468,0.0024469073
03-01-03-02-01-01-08.wav,3,1,3,2,1,1,2,-8.19021,33.8429,-42.162796,-9.609202,16.845272,7.3484583,-7.2816935,3.2523124,0.32975695,4.484946,-4.8678865,1.9102104,0.001578652
03-01-03-02-01-02-08.wav,3,1,3,2,1,2,2,-7.2968636,34.43986,-41.968204,-8.577314,16.775425,7.5895295,-6.9436674,3.2205956,0.6558242,4.720614,-5.0398736,1.9372885,0.0027639458
03-01-03-02-02-01-08.wav,3,1,3,2,2,1,2,-9.265839,31.24524,-44.242027,-9.976438,16.789728,7.170999,-6.660455,3.2220006,0.0048782527,4.3902955,-4.314274,1.8126984,0.006892443
03-01-03-02-02-02-08.wav,3,1,3,2,2,2,2,-11.272131,28.91861,-48.504745,-11.994696,17.638699,7.4311323,-6.9256897,3.0389123,0.4560253,4.500373,-4.3803177,1.6678776,0.003770057
03-01-04-01-01-01-08.wav,3,1,4,1,1,1,2,-12.023932,20.957556,-43.988594,-11.874887,15.058298,6.6820884,-6.206432,2.8759012,0.040575974,3.796323,-3.8668294,1.5433296,0.0021263887
03-01-04-01-01-02-08.wav,3,1,4,1,1,2,2,-12.235,18.34291,-40.770393,-12.1642,13.760162,6.093129,-5.8739696,2.7488084,-0.13540961,3.5974243,-3.7900498,1.4992558,0.0022665032
03-01-04-01-02-01-08.wav,3,1,4,1,2,1,2,-11.70735,16.85751,-41.72366,-11.656397,13.46048,5.203578,-5.23916,2.485756,-0.19534485,3.2263076,-3.4163604,1.4816787,0.024325969
03-01-04-01-02-02-08.wav,3,1,4,1,2,2,2,-12.869222,19.430841,-43.517815,-13.078137,15.128851,6.138802,-5.7013273,2.1332946,1.0799935,3.679461,-3.6891587,1.2293255,0.01747142
03-01-04-02-01-01-08.wav,3,1,4,2,1,1,2,-11.02565,24.112215,-41.228985,-11.515956,14.934608,5.6104274,-6.39793,2.7949767,0.06473259,3.8093014,-4.262513,1.7728115,0.00051212026
03-01-04-02-01-02-08.wav,3,1,4,2,1,2,2,-12.006828,24.299831,-45.573654,-11.230694,15.386096,6.542042,-6.415531,2.4989839,1.0030514,4.0664587,-4.1990576,1.4399233,0.0009983622
03-01-04-02-02-01-08.wav,3,1,4,2,2,1,2,-11.45871,23.46943,-43.97293,-12.088278,15.098413,6.0400643,-6.249382,2.9237404,-0.17927627,3.8668056,-4.124377,1.7449986,0.001446886
03-01-04-02-02-02-08.wav,3,1,4,2,2,2,2,-11.430647,25.385061,-46.014168,-11.017026,16.868397,6.2973666,-6.712964,2.6329694,0.62997156,4.0138035,-4.0690966,1.4240638,0.00078283035
03-01-05-01-01-01-08.wav,3,1,5,1,1,1,2,-7.6544213,28.848642,-40.048466,-8.453161,15.593692,6.653558,-5.9409614,2.9885361,-0.13875808,4.005761,-4.1190643,1.7916601,0.0038776302
03-01-05-01-01-02-08.wav,3,1,5,1,1,2,2,-7.8018646,29.760757,-39.21641,-8.564008,15.473335,6.451236,-5.852056,2.8988776,-0.1360364,4.005853,-4.2855325,1.8178568,0.003050673
03-01-05-01-02-01-08.wav,3,1,5,1,2,1,2,-10.212816,24.964497,-42.91285,-10.777116,15.909961,5.909981,-6.0446267,2.9428945,-0.25362605,3.710064,-3.9312298,1.8059893,0.002203428
03-01-05-01-02-02-08.wav,3,1,5,1,2,2,2,-10.575473,28.866964,-48.631294,-10.220503,17.742565,6.921205,-6.8083787,2.971648,0.40422305,3.9858387,-4.457114,1.6504796,0.0027854398
03-01-05-02-01-01-08.wav,3,1,5,2,1,1,2,-7.8870897,35.817833,-46.066578,-7.991296,17.899471,7.8486967,-7.3974104,3.009006,0.8278309,4.4521523,-4.76454,1.6933311,0.0012224844
03-01-05-02-01-02-08.wav,3,1,5,2,1,2,2,-4.513961,35.11042,-40.285583,-4.532209,16.821926,7.468193,-7.6080246,3.5109859,-0.07410169,4.7354803,-4.8438854,2.120657,0.0018995184
03-01-05-02-02-01-08.wav,3,1,5,2,2,1,2,-7.890399,28.988789,-44.337322,-8.268125,17.089859,6.673828,-6.914665,3.3918052,-0.46040744,4.235205,-4.3604803,1.9474461,0.0019753536
03-01-05-02-02-02-08.wav,3,1,5,2,2,2,2,-7.567126,34.573753,-46.926826,-7.6332335,17.73021,7.2152605,-7.620703,3.580922,-0.16709669,4.6168294,-4.988658,2.1414483,0.00084950426
03-01-06-01-01-01-08.wav,3,1,6,1,1,1,2,-9.295505,30.21584,-44.943947,-9.594076,15.842114,7.236171,-6.306752,2.8691382,0.27204868,4.7174706,-4.776393,1.7519985,0.0023565812
03-01-06-01-01-02-08.wav,3,1,6,1,1,2,2,-7.772799,29.22511,-44.469406,-7.055449,16.76017,6.315752,-5.9000025,2.4605823,0.66355556,3.9009438,-3.9422135,1.4393903,0.004855994
03-01-06-01-02-01-08.wav,3,1,6,1,2,1,2,-8.433849,30.65672,-43.03125,-8.854409,16.27442,6.672715,-6.368389,3.1187174,-0.28717828,4.4120564,-4.713468,1.9460205,0.0020637037
03-01-06-01-02-02-08.wav,3,1,6,1,2,2,2,-10.0300045,25.87738,-46.074104,-9.825607,16.263706,6.6377707,-6.6756577,3.1727505,-0.26978737,4.331248,-4.6102586,1.9327953,0.0024092905
03-01-06-02-01-01-08.wav,3,1,6,2,1,1,2,-5.6099215,29.544128,-40.501293,-5.1764927,15.844355,6.892803,-6.91405,3.169105,-0.18561868,4.318681,-4.5510635,1.9798515,0.0018192641
03-01-06-02-01-02-08.wav,3,1,6,2,1,2,2,-5.092761,31.233875,-41.006702,-4.6130934,16.191866,7.086934,-6.757556,3.3021388,-0.1218431,4.677262,-4.601756,2.0430813,0.0016931879
03-01-06-02-02-01-08.wav,3,1,6,2,2,1,2,-6.731199,31.782635,-45.17617,-6.719275,16.448542,6.5865107,-6.8668203,3.2294471,-0.2762245,4.274328,-4.641188,2.019244,0.00091357745
03-01-06-02-02-02-08.wav,3,1,6,2,2,2,2,-7.796904,32.884075,-45.705864,-6.5345078,17.937473,7.198494,-7.419893,2.7457604,1.2686303,4.597601,-4.5877275,1.6135113,0.0026689202
03-01-07-01-01-01-08.wav,3,1,7,1,1,1,2,-12.084547,22.5745,-46.31309,-12.301998,15.672528,6.5024824,-6.3593993,2.9535325,0.21881716,3.9981465,-4.337512,1.7208093,0.0032166308
03-01-07-01-01-02-08.wav,3,1,7,1,1,2,2,-13.288875,20.60523,-45.484283,-13.353935,15.404553,6.157852,-6.1129246,2.6565037,0.39799076,3.8613477,-4.32018,1.5737641,0.003304513
03-01-07-01-02-01-08.wav,3,1,7,1,2,1,2,-12.218008,24.757404,-46.102055,-13.007779,16.312473,6.8116937,-6.6197767,3.0942972,-0.062260054,4.185856,-4.3088436,1.7360071,0.0013675095
03-01-07-01-02-02-08.wav,3,1,7,1,2,2,2,-12.066439,22.405344,-43.86094,-12.617062,15.605658,6.74719,-6.3519287,3.0399785,-0.09432543,3.898934,-4.2285137,1.7439396,0.0017260244
03-01-07-02-01-01-08.wav,3,1,7,2,1,1,2,-10.752638,26.125263,-44.752613,-11.799316,15.35466,6.639393,-7.123307,2.9680867,0.1234081,4.070788,-4.294824,1.7634608,0.0011178739
03-01-07-02-01-02-08.wav,3,1,7,2,1,2,2,-12.676034,23.936153,-45.485023,-12.244864,15.639975,6.424843,-6.713134,2.690968,0.4069937,4.1941085,-4.4381366,1.6114235,0.0023588433
03-01-07-02-02-01-08.wav,3,1,7,2,2,1,2,-12.494875,20.128162,-44.26914,-12.360931,15.040878,5.7679496,-6.160595,2.8225873,-0.15555558,3.7834678,-3.9531693,1.666951,0.00241488
03-01-07-02-02-02-08.wav,3,1,7,2,2,2,2,-11.680395,25.294495,-44.867104,-12.202587,16.001318,6.80072,-6.6224074,3.080904,-0.03983025,4.103769,-4.357637,1.7755874,0.000983267
03-01-08-01-01-01-08.wav,3,1,8,1,1,1,2,-10.308858,23.946697,-41.784016,-10.7939205,14.851474,6.3406715,-6.69489,3.0302148,-0.18514447,4.109272,-4.0772705,1.7756935,0.0061963852
03-01-08-01-01-02-08.wav,3,1,8,1,1,2,2,-11.533774,26.069775,-44.302593,-12.14549,15.620768,7.3597536,-7.1754775,3.2448227,0.033877887,4.20132,-4.584052,1.8760582,0.0039549973
03-01-08-01-02-01-08.wav,3,1,8,1,2,1,2,-9.746497,28.323719,-44.085144,-10.743642,15.987018,6.8936434,-7.0770936,3.178732,-0.09117752,4.241536,-4.722763,1.8613784,0.0016853329
03-01-08-01-02-02-08.wav,3,1,8,1,2,2,2,-11.042119,26.874195,-44.522594,-11.170798,16.50597,6.9369583,-6.9802957,3.225362,0.10826634,4.019419,-4.422389,1.8483635,0.0023227935
03-01-08-02-01-01-08.wav,3,1,8,2,1,1,2,-10.629126,25.828955,-46.009502,-9.763929,16.268225,6.4997725,-6.599176,2.4082503,1.1789294,4.074429,-4.317611,1.4528663,0.0015973946
03-01-08-02-01-02-08.wav,3,1,8,2,1,2,2,-8.453079,28.361862,-41.264446,-9.243006,15.5855,6.8064833,-6.577722,3.1582055,-0.21470189,4.065606,-4.4438925,1.8729045,0.004038044
03-01-08-02-02-01-08.wav,3,1,8,2,2,1,2,-9.977104,27.696991,-43.920185,-10.044724,16.656921,6.7234535,-7.2258196,3.3337455,-0.16238317,4.1881485,-4.5963526,1.9624742,0.0019232283
03-01-08-02-02-02-08.wav,3,1,8,2,2,2,2,-9.900356,28.824596,-45.229958,-10.234966,16.424152,6.6784506,-7.430691,3.3266273,-0.19365317,4.2987056,-4.5926666,1.8669564,0.0013322536
03-01-01-01-01-01-09.wav,3,1,1,1,1,1,1,-10.178642,13.8787,-36.931507,-7.9423876,13.053583,4.57592,-4.4370074,1.782185,0.4580614,2.985766,-3.057667,1.0754378,0.049079973
03-01-01-01-01-02-09.wav,3,1,1,1,1,2,1,-13.461014,7.1146965,-37.18351,-12.858783,10.0864,3.8633823,-3.8157628,1.8964182,-0.19839008,2.7520719,-2.862925,1.2588251,0.03480798
03-01-01-01-02-01-09.wav,3,1,1,1,2,1,1,-14.027136,7.292086,-38.36271,-13.133171,10.988813,4.396914,-4.1112075,2.0149486,-0.26871467,2.812513,-2.9474552,1.2977321,0.031701032
03-01-01-01-02-02-09.wav,3,1,1,1,2,2,1,-12.930712,9.462325,-39.21829,-12.251478,11.1362295,4.5983834,-4.0243464,2.1129878,-0.48931336,2.844706,-2.8957987,1.2710358,0.021503441
03-01-02-01-01-01-09.wav,3,1,2,1,1,1,1,-13.435402,7.332431,-35.38803,-13.109586,10.110147,3.9503174,-3.7542357,1.8402449,-0.3775737,2.8411248,-2.8129985,1.2259189,0.024350962
03-01-02-01-01-02-09.wav,3,1,2,1,1,2,1,-13.235211,8.974466,-40.113567,-12.9821825,10.83853,4.6722965,-4.011632,2.0413158,-0.27926165,2.9397802,-3.0040889,1.318263,0.036928445
03-01-02-01-02-01-09.wav,3,1,2,1,2,1,1,-13.162743,11.838649,-41.63529,-13.103409,11.883343,5.317363,-4.1759586,1.9118717,0.18235244,2.736701,-3.0568643,1.1173532,0.022956267
03-01-02-01-02-02-09.wav,3,1,2,1,2,2,1,-14.078535,11.167059,-42.053955,-12.611361,13.244349,5.3996367,-4.134097,1.9362547,0.25772732,2.8927245,-3.0691411,1.0678736,0.019816354
03-01-02-02-01-01-09.wav,3,1,2,2,1,1,1,-13.937071,7.190297,-37.452843,-12.609629,10.03729,3.9439769,-3.5991325,1.5145899,0.42306668,2.7233195,-2.9364069,1.0616722,0.03919196
03-01-02-02-01-02-09.wav,3,1,2,2,1,2,1,-13.658342,8.235648,-36.894665,-13.311117,9.621019,3.8799758,-3.8699367,1.6823132,-0.0034729005,2.5786886,-2.611338,1.041426,0.06341367
03-01-02-02-02-01-09.wav,3,1,2,2,2,1,1,-13.490338,10.845433,-42.507595,-12.806002,12.040688,4.5997324,-4.3607774,1.7961935,0.22099419,2.5911186,-2.659387,0.9817101,0.010890067
03-01-02-02-02-02-09.wav,3,1,2,2,2,2,1,-13.282641,10.114261,-39.96674,-12.319434,12.062714,4.655598,-4.127655,1.8744528,0.04773135,2.7820659,-3.1077924,1.0978405,0.020421682
03-01-03-01-01-01-09.wav,3,1,3,1,1,1,1,-14.269933,9.742396,-39.915993,-13.100981,11.596011,4.9196343,-4.7349043,2.0510018,-0.028937817,3.38325,-3.5527139,1.4353049,0.017732685
03-01-03-01-01-02-09.wav,3,1,3,1,1,2,1,-12.338785,11.442401,-40.644085,-12.005352,11.633525,4.4362364,-4.877555,2.330079,-0.45208025,3.1465497,-3.189393,1.4508547,0.01596065
03-01-03-01-02-01-09.wav,3,1,3,1,2,1,1,-12.502245,10.795871,-41.179863,-11.837984,11.913591,4.835447,-4.71603,2.3027225,-0.43415555,2.8940885,-3.0023763,1.3933798,0.0199586
